id,label,rating,text
866,1,3,"Between bursts of automatic gunfire , the story offers a trenchant critique of capitalism ."
867,1,3,"Combines improbable melodrama -LRB- gored bullfighters , comatose ballerinas -RRB- with subtly kinky bedside vigils and sensational denouements , and yet at the end , we are undeniably touched ."
868,1,3,"While the story 's undeniably hard to follow , Iwai 's gorgeous visuals seduce ."
869,1,4,"If you can get past the taboo subject matter , it will be well worth your time ."
870,1,4,"A lovely film ... elegant , witty and beneath a prim exterior unabashedly romantic ... hugely enjoyable in its own right though not really faithful to its source 's complexity ."
871,1,4,"Scooby Doo is surely everything its fans are hoping it will be , and in that sense is a movie that deserves recommendation ."
872,1,4,-LRB- A -RRB- devastatingly powerful and astonishingly vivid Holocaust drama .
873,1,3,"A solid cast , assured direction and complete lack of modern day irony ."
874,1,3,"These characters are so well established that the gang feels comfortable with taking insane liberties and doing the goofiest stuff out of left field , and I 'm all for that ."
875,1,4,"A sun-drenched masterpiece , part parlor game , part psychological case study , part droll social satire ."
876,1,3,Worth a look as a curiosity .
877,1,3,"You watch for that sense of openness , the little surprises ."
878,1,3,Director Peter Kosminsky gives these women a forum to demonstrate their acting ` chops ' and they take full advantage .
879,0,1,"Schrader aims to present an unflinching look at one man 's downfall , brought about by his lack of self-awareness ."
880,1,3,"The Bourne Identity should n't be half as entertaining as it is , but director Doug Liman and his colleagues have managed to pack it with enough action to satisfy the boom-bam crowd without a huge sacrifice of character and mood ."
881,1,4,"For VeggieTales fans , this is more appetizing than a side dish of asparagus ."
882,0,1,"If you 're not a fan , it might be like trying to eat Brussels sprouts ."
883,1,3,Remove Spider-Man the movie from its red herring surroundings and it 's apparent that this is one summer film that satisfies .
884,1,3,"A gorgeously strange movie , Heaven is deeply concerned with morality , but it refuses to spell things out for viewers ."
885,1,4,"The Emperor 's Club , ruthless in its own placid way , finds one of our most conservative and hidebound movie-making traditions and gives it new texture , new relevance , new reality ."
886,1,3,"It 's truly awful and heartbreaking subject matter , but one whose lessons are well worth revisiting as many times as possible ."
887,1,3,"Though intrepid in exploring an attraction that crosses sexual identity , Ozpetek falls short in showing us Antonia 's true emotions ... But at the very least , His Secret Life will leave you thinking ."
888,1,3,"There is little question that this is a serious work by an important director who has something new to say about how , in the flip-flop of courtship , we often reel in when we should be playing out ."
889,1,3,"Gooding is the energetic frontman , and it 's hard to resist his enthusiasm , even if the filmmakers come up with nothing original in the way of slapstick sequences ."
890,1,3,"The otherwise good-naturedness of Mr. Deeds , with its embrace of sheer goofiness and cameos of less - than-likely New York celebrities ... certainly raises the film above anything Sandler 's been attached to before ."
891,1,4,"The movie is brilliant , really ."
892,1,3,"It is philosophy , illustrated through everyday events ."
893,1,3,It 's stylishly directed with verve ...
894,1,3,Gives an intriguing twist to the French coming-of-age genre .
895,1,3,Offers an interesting look at the rapidly changing face of Beijing .
896,1,3,"A solid , psychological action film from Hong Kong ."
897,1,3,"Holm does his sly , intricate magic , and Iben Hjelje is entirely appealing as Pumpkin ."
898,1,3,An enjoyable feel-good family comedy regardless of race .
899,1,4,Features what is surely the funniest and most accurate depiction of writer 's block ever .
900,0,0,It would take a complete moron to foul up a screen adaptation of Oscar Wilde 's classic satire .
901,1,3,"It 's bright , pristine style and bold colors make it as much fun as reading an oversized picture book before bedtime ."
902,1,3,"Bravo for history rewritten , and for the uncompromising knowledge that the highest power of all is the power of love ."
903,1,4,"Lead actress Gaï , she of the impossibly long limbs and sweetly conspiratorial smile , is a towering siren ."
904,1,4,"Even if you 've seen `` Stomp '' -LRB- the stage show -RRB- , you still have to see this !"
905,1,3,"... a light , yet engrossing piece ."
906,1,4,"Lux , now in her eighties , does a great combination act as narrator , Jewish grandmother and subject -- taking us through a film that is part biography , part entertainment and part history ."
907,1,3,"It 's a setup so easy it borders on facile , but keeping the film from cheap-shot mediocrity is its crack cast ."
908,1,3,"Rife with the rueful , wry humor springing out of Yiddish culture and language ."
909,1,4,"A time machine , a journey back to your childhood , when cares melted away in the dark theater , and films had the ability to mesmerize , astonish and entertain ."
910,1,3,Rubbo 's humorously tendentious intervention into the who-wrote-Shakespeare controversy .
911,1,3,"Cantet beautifully illuminates what it means sometimes to be inside looking out , and at other times outside looking in ."
912,1,3,K-19 : The Widowmaker is a great yarn .
913,1,4,It 's as raw and action-packed an experience as a ringside seat at a tough-man contest .
914,0,1,"Evokes the frustration , the awkwardness and the euphoria of growing up , without relying on the usual tropes ."
915,1,3,Visually striking and viscerally repellent .
916,1,3,Overcomes its visual hideousness with a sharp script and strong performances .
917,1,4,Astonishingly skillful and moving ... it could become a historically significant work as well as a masterfully made one .
918,1,4,Beautifully crafted and cooly unsettling ... recreates the atmosphere of the crime expertly .
919,1,4,"The year 2002 has conjured up more coming-of-age stories than seem possible , but Take Care of My Cat emerges as the very best of them ."
920,1,3,"The sight of the spaceship on the launching pad is duly impressive in IMAX dimensions , as are shots of the astronauts floating in their cabins ."
921,1,4,"Time is a beautiful film to watch , an interesting and at times captivating take on loss and loneliness ."
922,1,3,An intriguing look at the French film industry during the German occupation ; its most delightful moments come when various characters express their quirky inner selves .
923,1,3,A fine documentary can be distinguished from a mediocre one by the better film 's ability to make its subject interesting to those who are n't part of its supposed target audience .
924,1,3,"Judging by those standards , ` Scratch ' is a pretty decent little documentary ."
925,1,3,A diverse and astonishingly articulate cast of Palestinian and Israeli children .
926,1,3,Slight but enjoyable documentary .
927,1,3,"Unfolds in a low-key , organic way that encourages you to accept it as life and go with its flow ."
928,1,3,A beguiling evocation of the quality that keeps Dickens evergreen : the exuberant openness with which he expresses our most basic emotions .
929,1,3,The heat of the moment prevails .
930,1,3,"It cooks Conduct in a low , smoky and inviting sizzle ."
931,1,4,A riveting story well told .
932,1,4,"A compelling pre-WWII drama with vivid characters and a warm , moving message ."
933,1,3,"The stars may be college kids , but the subject matter is as adult as you can get : the temptations of the flesh are unleashed by a slightly crazed , overtly determined young woman and a one-night swim turns into an ocean of trouble ."
934,1,3,Pretty good little movie .
935,1,4,"By turns touching , raucously amusing , uncomfortable , and , yes , even sexy , Never Again is a welcome and heartwarming addition to the romantic comedy genre ."
936,1,3,"If you have n't seen the film lately , you may be surprised at the variety of tones in Spielberg 's work ."
937,1,3,"Much of it is funny , but there are also some startling , surrealistic moments ..."
938,1,3,An entertaining mix of period drama and flat-out farce that should please history fans .
939,1,3,Canada 's arctic light shines bright on this frozen tundra soap opera that breathes extraordinary life into the private existence of the Inuit people .
940,1,3,"The fluid motion is astounding on any number of levels -- including the physical demands made on Büttner -- and it implies in its wake the intractable , irreversible flow of history ."
941,1,3,"Alternately hilarious and sad , aggravating and soulful , scathing and joyous ."
942,1,4,It 's a masterpeice .
943,1,3,"The film 's messages of tolerance and diversity are n't particularly original , but one ca n't help but be drawn in by the sympathetic characters ."
944,1,3,"Though it lacks the utter authority of a genre gem , there 's a certain robustness to this engaging mix of love and bloodletting ."
945,1,3,"A conventional , but well-crafted film about a historic legal battle in Ireland over a man 's right to raise his own children ."
946,1,3,"Yes , it 's as good as you remember ."
947,1,3,"In fact , even better ."
948,1,4,Hartley adds enough quirky and satirical touches in the screenplay to keep the film entertaining .
949,0,0,"An uncomfortable movie , suffocating and sometimes almost senseless , The Grey Zone does have a center , though a morbid one ."
950,1,3,A stirring road movie .
951,1,3,"One of the best films I have ever seen , constantly pulling the rug from underneath us , seeing things from new sides , plunging deeper , getting more intense ."
952,1,4,Insanely hilarious !
953,1,4,I have n't laughed that hard in years !
954,1,4,These people are really going to love The Piano Teacher .
955,1,4,-- but it makes for one of the most purely enjoyable and satisfying evenings at the movies I 've had in a while .
956,1,4,"If `` Lilo & Stitch '' is n't the most edgy piece of Disney animation to hit the silver screen , then this first film to use a watercolor background since `` Dumbo '' certainly ranks as the most original in years ."
957,1,3,"This ready-made midnight movie probably wo n't stand the cold light of day , but under the right conditions , it 's goofy -LRB- if not entirely wholesome -RRB- fun ."
958,1,4,"See Scratch for the history , see Scratch for the music , see Scratch for a lesson in scratching , but , most of all , see it for the passion ."
959,1,3,... `` Bowling for Columbine '' remains a disquieting and thought-provoking film ...
960,1,3,"Talk to Her is so darned assured , we have absolutely no idea who the main characters are until the film is well under way -- and yet it 's hard to stop watching ."
961,1,3,Star\/producer Salma Hayek and director Julie Taymor have infused Frida with a visual style unique and inherent to the titular character 's paintings and in the process created a masterful work of art of their own .
962,1,4,A truly wonderful tale combined with stunning animation .
963,1,3,A low-key labor of love that strikes a very resonant chord .
964,1,3,An average kid-empowerment fantasy with slightly above-average brains .
965,1,3,"Confessions is n't always coherent , but it 's sharply comic and surprisingly touching , so hold the gong ."
966,1,3,A sentimental but entirely irresistible portrait of three aging sisters .
967,1,3,"White Oleander may leave you rolling your eyes in the dark , but that does n't mean you wo n't like looking at it ."
968,1,3,"In painting an unabashedly romantic picture of a nation whose songs spring directly from the lives of the people , the movie exalts the Marxian dream of honest working folk , with little to show for their labor , living harmoniously , joined in song ."
969,1,4,The most brilliant work in this genre since the 1984 uncut version of Sergio Leone 's flawed but staggering Once Upon a Time in America .
970,1,3,"It looks closely , insightfully at fragile , complex relationships ."
971,1,3,"A fine effort , an interesting topic , some intriguing characters and a sad ending ."
972,1,3,Certainly the big finish was n't something Galinsky and Hawley could have planned for ... but part of being a good documentarian is being there when the rope snaps .
973,1,3,It must be the end of the world : the best film so far this year is a franchise sequel starring Wesley Snipes .
974,1,3,There are moments of hilarity to be had .
975,1,3,"A hypnotic portrait of this sad , compulsive life ."
976,1,3,"-LRB- While The Last Metro -RRB- was more melodramatic , confined to a single theater company and its strategies and deceptions , while Tavernier is more concerned with the entire period of history ."
977,1,4,"One of the best films of the year with its exquisite acting , inventive screenplay , mesmerizing music , and many inimitable scenes of tenderness , loss , discontent , and yearning ."
978,1,4,"Return to Never Land is reliable , standard Disney animated fare , with enough creative energy and wit to entertain all ages ."
979,1,4,Michael Moore 's latest documentary about America 's thirst for violence is his best film yet ...
980,1,3,"Like a Tarantino movie with heart , Alias Betty is richly detailed , deftly executed and utterly absorbing ."
981,1,4,Marvelously entertaining and deliriously joyous documentary .
982,1,4,"A brisk , reverent , and subtly different sequel ."
983,1,4,"A movie I loved on first sight and , even more important , love in remembrance ."
984,1,3,Deserves a place of honor next to Nanook as a landmark in film history .
985,1,3,Murderous Maids pulls no punches in its depiction of the lives of the Papin sister and the events that led to their notorious rise to infamy ...
986,1,4,This is an undeniably intriguing film from an adventurous young talent who finds his inspiration on the fringes of the American underground .
987,1,3,But it does have one saving grace .
988,1,3,"This is lightweight filmmaking , to be sure , but it 's pleasant enough -- and oozing with attractive men ."
989,1,3,"At its most basic , this cartoon adventure is that wind-in-the-hair exhilarating ."
990,1,3,"Fans of critics ' darling band Wilco will marvel at the sometimes murky , always brooding look of I Am Trying to Break Your Heart ."
991,1,3,The film presents visceral and dangerously honest revelations about the men and machines behind the curtains of our planet .
992,1,3,"-LRB- Gosling 's -RRB- combination of explosive physical energy and convincing intelligence helps create a complex , unpredictable character ."
993,1,3,Fulford-Wierzbicki ... deftly captures the wise-beyond-her-years teen .
994,1,3,A wild ride juiced with enough energy and excitement for at least three films .
995,1,4,It 's a cool event for the whole family .
996,1,4,"Maybe not a classic , but a movie the kids will want to see over and over again ."
997,0,1,The movie is not as terrible as the synergistic impulse that created it .
998,1,3,Less an examination of neo-Nazism than a probe into the nature of faith itself .
999,1,3,A moving and weighty depiction of one family 's attempts to heal after the death of a child .
1000,0,1,I do n't think most of the people who loved the 1989 Paradiso will prefer this new version .
1001,1,4,A zinger-filled crowd-pleaser that open-minded Elvis fans -LRB- but by no means all -RRB- will have fun with .
1002,1,4,Diggs and Lathan are among the chief reasons Brown Sugar is such a sweet and sexy film .
1003,1,4,"Entirely suspenseful , extremely well-paced and ultimately ... dare I say , entertaining !"
1004,1,4,The riveting performances by the incredibly flexible cast make Love a joy to behold .
1005,1,3,"Terrific as Nadia , a Russian mail-order bride who comes to America speaking not a word of English , it 's Kidman who holds the film together with a supremely kittenish performance that gradually accumulates more layers ."
1006,1,4,"With an unflappable air of decadent urbanity , Everett remains a perfect Wildean actor , and a relaxed Firth displays impeccable comic skill ."
1007,1,3,"The re-release of Ron Howard 's Apollo 13 in the IMAX format proves absolutely that really , really , really good things can come in enormous packages ."
1008,1,4,Very well written and directed with brutal honesty and respect for its audience .
1009,1,3,Wonderful fencing scenes and an exciting plot make this an eminently engrossing film .
1010,1,3,"It 's pretty linear and only makeup-deep , but Bogdanovich ties it together with efficiency and an affection for the period ."
1011,1,3,A surprisingly charming and even witty match for the best of Hollywood 's comic-book adaptations .
1012,1,4,This is a superior horror flick .
1013,1,4,Adaptation is simply brilliant .
1014,1,3,"Smart and alert , Thirteen Conversations About One Thing is a small gem ."
1015,1,4,The pleasure of Read My Lips is like seeing a series of perfect black pearls clicking together to form a string .
1016,1,3,We 're drawn in by the dark luster .
1017,1,3,A haunting tale of murder and mayhem .
1018,1,3,I love the opening scenes of a wintry New York City in 1899 .
1019,1,3,Cinematic poetry showcases the city 's old-world charm before machines change nearly everything .
1020,1,4,"It 's hard to imagine anyone managing to steal a movie not only from charismatic rising star Jake Gyllenhaal but also from accomplished Oscar winners Susan Sarandon , Dustin Hoffman and Holly Hunter , yet newcomer Ellen Pompeo pulls off the feat with aplomb ."
1021,1,4,One of the best rock documentaries ever .
1022,1,4,Wilco is a phenomenal band with such an engrossing story that will capture the minds and hearts of many .
1023,1,3,Ian Holm conquers France as an earthy Napoleon
1024,0,1,"Offers big , fat , dumb laughs that may make you hate yourself for giving in ."
1025,1,3,"-LRB- Sports -RRB- admirable energy , full-bodied characterizations and narrative urgency ."
1026,1,4,Directors Brett Morgen and Nanette Burstein have put together a bold biographical fantasia .
1027,1,3,"The subtitled costume drama is set in a remote African empire before cell phones , guns , and the internal combustion engine , but the politics that thump through it are as timely as tomorrow ."
1028,1,4,A tremendous piece of work .
1029,1,4,"A delightful , if minor , pastry of a movie ."
1030,1,3,"While obviously aimed at kids , The Country Bears ... should keep parents amused with its low groan-to-guffaw ratio ."
1031,1,4,LaBute masterfully balances both Traditional or Modern stories together in a manner that one never overwhelms the other .
1032,1,3,Something for everyone .
1033,1,4,Irwin is so earnest that it 's hard to resist his pleas to spare wildlife and respect their environs .
1034,1,3,Leigh succeeds in delivering a dramatic slap in the face that 's simultaneously painful and refreshing .
1035,1,3,"Not about scares but a mood in which an ominous , pervasive , and unknown threat lurks just below the proceedings and adds an almost constant mindset of suspense ."
1036,1,3,"` Film aficionados can not help but love Cinema Paradiso , whether the original version or new Director 's Cut . '"
1037,1,4,A fascinating glimpse into an insular world that gives the lie to many clichés and showcases a group of dedicated artists .
1038,0,1,It 's one thing to read about or rail against the ongoing - and unprecedented - construction project going on over our heads .
1039,1,3,Contradicts everything we 've come to expect from movies nowadays .
1040,1,3,"Instead of simply handling conventional material in a conventional way , Secretary takes the most unexpected material and handles it in the most unexpected way ."
1041,1,4,Could I have been more geeked when I heard that Apollo 13 was going to be released in IMAX format ?
1042,1,3,"Murderous Maids has a lot going for it , not least the brilliant performances by Testud ... and Parmentier ."
1043,1,3,"Filmmaker Stacy Peralta has a flashy editing style that does n't always jell with Sean Penn 's monotone narration , but he respects the material without sentimentalizing it ."
1044,1,3,"There are a couple of things that elevate `` Glory '' above most of its ilk , most notably the mere presence of Duvall ."
1045,1,3,"It 's light on the chills and heavy on the atmospheric weirdness , and there are moments of jaw-droppingly odd behavior -- yet I found it weirdly appealing ."
1046,1,3,-LRB- Rises -RRB- above its oh-so-Hollywood rejiggering and its conventional direction to give the film a soul and an unabashed sense of good old-fashioned escapism .
1047,1,3,"A breezy blend of art , history , esoteric musings and philosophy ."
1048,1,4,"Kids will love its fantasy and adventure , and grownups should appreciate its whimsical humor ."
1049,1,4,"Leaping from one arresting image to another , Songs from the Second Floor has all the enjoyable randomness of a very lively dream and so manages to be compelling , amusing and unsettling at the same time ."
1050,1,3,The performances are uniformly good .
1051,1,3,"She 's all-powerful , a voice for a pop-cyber culture that feeds on her Bjorkness ."
1052,1,4,It 's a perfect show of respect to just one of those underrated professionals who deserve but rarely receive it .
1053,1,3,"The story line may be 127 years old , but El Crimen del Padre Amaro ... could n't be more timely in its despairing vision of corruption within the Catholic establishment ."
1054,1,3,This in-depth study of important developments of the computer industry should make it required viewing in university computer science departments for years to come .
1055,1,3,It shows us a slice of life that 's very different from our own and yet instantly recognizable .
1056,1,3,A wonderfully speculative character study that made up for its rather slow beginning by drawing me into the picture .
1057,1,4,"Leave it to John Sayles to take on developers , the Chamber of Commerce , tourism , historical pageants , and commercialism all in the same movie ... without neglecting character development for even one minute ."
1058,1,3,Reign of Fire just might go down as one of the all-time great apocalypse movies .
1059,1,3,A smart little indie .
1060,1,4,"Payne has created a beautiful canvas , and Nicholson proves once again that he 's the best brush in the business ."
1061,1,3,"Try as you might to resist , if you 've got a place in your heart for Smokey Robinson , this movie will worm its way there ."
1062,1,3,"A riveting profile of law enforcement , and a visceral , nasty journey into an urban Hades ."
1063,0,0,Director Douglas McGrath takes on Nickleby with all the halfhearted zeal of an 8th grade boy delving into required reading .
1064,1,3,"Stands as a document of what it felt like to be a New Yorker -- or , really , to be a human being -- in the weeks after 9\/11 ."
1065,1,3,"I am not generally a huge fan of cartoons derived from TV shows , but Hey Arnold !"
1066,1,3,"The Movie is clever , offbeat and even gritty enough to overcome my resistance ."
1067,1,3,"It 's a film that 's destined to win a wide summer audience through word-of-mouth reviews and , not far down the line , to find a place among the studio 's animated classics ."
1068,1,3,"Slow and ponderous , but Rohmer 's drama builds to an intense indoor drama about compassion , sacrifice , and Christian love in the face of political corruption ."
1069,1,3,"Austin Powers for the most part is extremely funny , the first part making up for any flaws that come later ."
1070,1,4,"While Tattoo borrows heavily from both Seven and The Silence of the Lambs , it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in ."
1071,1,3,Cho continues her exploration of the outer limits of raunch with considerable brio .
1072,1,4,Elvira fans could hardly ask for more .
1073,1,4,"Fast-paced and wonderfully edited , the film is extremely thorough ."
1074,1,3,"A bracing , unblinking work that serves as a painful elegy and sobering cautionary tale ."
1075,1,3,Hashiguchi uses the situation to evoke a Japan bustling atop an undercurrent of loneliness and isolation .
1076,0,1,"As if trying to grab a lump of Play-Doh , the harder that Liman tries to squeeze his story , the more details slip out between his fingers ."
1077,1,4,"My Big Fat Greek Wedding is not only the best date movie of the year , it 's also a -- dare I say it twice -- delightfully charming -- and totally American , I might add -- slice of comedic bliss ."
1078,1,3,"Few films have captured the chaos of an urban conflagration with such fury , and audience members will leave feeling as shaken as Nesbitt 's Cooper looks when the bullets stop flying ."
1079,1,3,Another love story in 2002 's remarkable procession of sweeping pictures that have reinvigorated the romance genre .
1080,0,1,Why ?
1081,1,3,"Who knows , but it works under the direction of Kevin Reynolds ."
1082,1,3,"-LRB- F -RRB- rom the performances and the cinematography to the outstanding soundtrack and unconventional narrative , the film is blazingly alive and admirable on many levels ."
1083,1,3,"Shiri is an action film that delivers on the promise of excitement , but it also has a strong dramatic and emotional pull that gradually sneaks up on the audience ."
1084,1,4,"Provides the kind of ` laugh therapy ' I need from movie comedies -- offbeat humor , amusing characters , and a happy ending ."
1085,1,3,"After seeing ` Analyze That , ' I feel better already ."
1086,1,3,"A penetrating , potent exploration of sanctimony , self-awareness , self-hatred and self-determination ."
1087,1,4,"Overall , it 's a very entertaining , thought-provoking film with a simple message : God is love ."
1088,1,3,"It may not be a great piece of filmmaking , but its power comes from its soul 's - eye view of how well-meaning patronizing masked a social injustice , at least as represented by this case ."
1089,1,3,"Although mainstream American movies tend to exploit the familiar , every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel ."
1090,1,3,"Jeong-Hyang Lee 's film is deceptively simple , deeply satisfying ."
1091,1,4,"The film is a hoot , and is just as good , if not better than much of what 's on Saturday morning TV especially the pseudo-educational stuff we all ca n't stand ."
1092,1,3,"George Clooney , in his first directorial effort , presents this utterly ridiculous shaggy dog story as one of the most creative , energetic and original comedies to hit the screen in years ."
1093,1,3,"Even when it drags , we are forced to reflect that its visual imagination is breathtaking"
1094,1,3,Although commentary on Nachtwey is provided ... it 's the image that really tells the tale .
1095,1,4,The film is impressive for the sights and sounds of the wondrous beats the world has to offer .
1096,1,4,"Daily struggles and simple pleasures usurp the preaching message so that , by the time the credits roll across the pat ending , a warm , fuzzy feeling prevails ."
1097,1,3,"... in no way original , or even all that memorable , but as downtown Saturday matinee brain candy , it does n't disappoint ."
1098,1,4,"Clever and unflinching in its comic barbs , Slap Her is a small but rewarding comedy that takes aim at contemporary southern adolescence and never lets up ."
1099,1,3,Cremaster 3 is at once a tough pill to swallow and a minor miracle of self-expression .
1100,0,1,Sex is one of those films that aims to confuse .
1101,1,3,"Compared to his series of spectacular belly flops both on and off the screen , RunTelDat is something of a triumph ."
1102,0,1,-LRB- Moore 's -RRB- better at fingering problems than finding solutions .
1103,1,3,"But though he only scratches the surface , at least he provides a strong itch to explore more ."
1104,1,3,"The powerful success of Read My Lips with such provocative material shows why , after only three films , director\/co-writer Jacques Audiard , though little known in this country , belongs in the very top rank of French filmmakers ."
1105,1,4,"In his debut as a director , Washington has a sure hand ."
1106,1,4,His work with actors is particularly impressive .
1107,1,4,"A generous , inspiring film that unfolds with grace and humor and gradually becomes a testament to faith ."
1108,1,3,"Delivers the sexy razzle-dazzle that everyone , especially movie musical fans , has been hoping for ."
1109,1,3,Vincent Gallo is right at home in this French shocker playing his usual bad boy weirdo role .
1110,1,3,"Fierce , glaring and unforgettable ."
1111,1,3,Cletis is playful but highly studied and dependent for its success on a patient viewer .
1112,1,3,Campanella gets the tone just right -- funny in the middle of sad in the middle of hopeful .
1113,1,4,"Effective in all its aspects , Margarita Happy Hour represents an auspicious feature debut for Chaiken ."
1114,1,4,"The delicious trimmings ... arrive early and stay late , filling nearly every minute ... with a lighthearted glow , some impudent snickers , and a glorious dose of humankind 's liberating ability to triumph over a Scrooge or two ."
1115,1,3,"Standing by Yourself is haunting ... -LRB- It 's -RRB- what punk rock music used to be , and what the video medium could use more of : spirit , perception , conviction ."
1116,1,4,"Enjoyably fast-moving , hard-hitting documentary ."
1117,1,3,Rehearsals are frequently more fascinating than the results .
1118,1,4,The film 's constant mood of melancholy and its unhurried narrative are masterfully controlled .
1119,0,1,"But ... in trying to capture the novel 's deeper intimate resonances , the film has -- ironically - distanced us from the characters ."
1120,1,4,"This is a stunning film , a one-of-a-kind tour de force ."
1121,1,3,"-LRB- Cho 's face is -RRB- an amazing slapstick instrument , creating a scrapbook of living mug shots ."
1122,0,1,"It 's about as convincing as any other Arnie musclefest , but has a little too much resonance with real world events and ultimately comes off as insultingly simplistic ."
1123,1,3,"An extremely funny , ultimately heartbreaking look at life in contemporary China ."
1124,1,3,"Davis is funny , charming and quirky in her feature film acting debut as Amy ."
1125,1,4,"Bloody Sunday has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made ."
1126,1,3,It 's a movie that accomplishes so much that one viewing ca n't possibly be enough .
1127,1,4,A lively and engaging examination of how similar obsessions can dominate a family .
1128,1,4,"In the new release of Cinema Paradiso , the tale has turned from sweet to bittersweet , and when the tears come during that final , beautiful scene , they finally feel absolutely earned ."
1129,1,3,"Faithful without being forceful , sad without being shrill , `` A Walk to Remember '' succeeds through sincerity ."
1130,1,3,The film is full of charm .
1131,1,4,"The movie is well crafted , and well executed ."
1132,1,3,One of those unassuming films that sneaks up on you and stays with you long after you have left the theatre .
1133,0,1,... Pray does n't have a passion for the material .
1134,1,4,He nonetheless appreciates the art and reveals a music scene that transcends culture and race .
1135,1,4,"The one-liners are snappy , the situations volatile and the comic opportunities richly rewarded ."
1136,1,4,It 's anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother\/daughter pair .
1137,1,4,"Fathers and sons , and the uneasy bonds between them , rarely have received such a sophisticated and unsentimental treatment on the big screen as they do in this marvelous film ."
1138,1,4,"Last Orders nurtures the multi-layers of its characters , allowing us to remember that life 's ultimately a gamble and last orders are to be embraced ."
1139,1,3,"It 's affecting , amusing , sad and reflective ."
1140,1,3,A slight but sweet film .
1141,1,3,"Writer\/director Walter Hill is in his hypermasculine element here , once again able to inject some real vitality and even art into a pulpy concept that , in many other hands would be completely forgettable ."
1142,1,4,"It is a happy , heady jumble of thought and storytelling , an insane comic undertaking that ultimately coheres into a sane and breathtakingly creative film ."
1143,1,3,"Even at its worst , it 's not half-bad ."
1144,1,3,Almost everyone growing up believes their family must look like `` The Addams Family '' to everyone looking in ... `` My Big Fat Greek Wedding '' comes from the heart ...
1145,1,3,"Once folks started hanging out at the barbershop , they never wanted to leave ."
1146,1,3,George Lucas returns as a visionary with a tale full of nuance and character dimension .
1147,1,3,Can be viewed as pure composition and form -- film as music
1148,1,4,An extraordinary dramatic experience .
1149,1,4,"Every individual will see the movie through the prism of his or her own beliefs and prejudices , but the one thing most will take away is the sense that peace is possible ."
1150,1,4,"That , in itself , is extraordinary ."
1151,1,3,"It 's a treat watching Shaw , a British stage icon , melting under the heat of Phocion 's attentions ."
1152,1,3,"All in all , an interesting look at the life of the campaign-trail press , especially ones that do n't really care for the candidate they 're forced to follow ."
1153,1,4,Narc is a no-bull throwback to 1970s action films .
1154,1,4,It zips along with B-movie verve while adding the rich details and go-for-broke acting that heralds something special .
1155,1,4,Me Without You has a bracing truth that 's refreshing after the phoniness of female-bonding pictures like Divine Secrets of the Ya-Ya Sisterhood .
1156,0,1,"It 's a strange film , one that was hard for me to warm up to ."
1157,1,3,"The result puts a human face on Derrida , and makes one of the great minds of our times interesting and accessible to people who normally could n't care less ."
1158,1,3,The Scorpion King is more fun than Conan the Barbarian .
1159,1,4,"Unexpected moments of authentically impulsive humor are the hallmark of this bittersweet , uncommonly sincere movie that portrays the frank humanity of ... emotional recovery ."
1160,1,3,"Jacquot has filmed the opera exactly as the libretto directs , ideally capturing the opera 's drama and lyricism ."
1161,1,4,This is a sincerely crafted picture that deserves to emerge from the traffic jam of holiday movies .
1162,1,3,"I liked it because it was so endlessly , grotesquely , inventive ."
1163,1,4,Audiard successfully maintains suspense on different levels throughout a film that is both gripping and compelling .
1164,1,3,Credit director Ramsay for taking the sometimes improbable story and making it feel realistic .
1165,1,4,"This is DiCaprio 's best performance in anything ever , and easily the most watchable film of the year ."
1166,1,4,"Even when there are lulls , the emotions seem authentic , and the picture is so lovely toward the end ... you almost do n't notice the 129-minute running time ."
1167,1,3,"While dutifully pulling on heartstrings , directors Dean Deblois and Chris Sanders valiantly keep punching up the mix ."
1168,1,3,"Ambitious , unsettling psychodrama that takes full , chilling advantage of its rough-around-the-edges , low-budget constraints ."
1169,1,3,Manages to be wholesome and subversive at the same time .
1170,1,3,"When it 's not wallowing in hormonal melodrama , `` Real Women Have Curves '' is a sweet , honest , and enjoyable comedy-drama about a young woman who wants many things in life , but fears she 'll become her mother before she gets to fulfill her dreams ."
1171,0,1,The film runs on a little longer than it needs to -- Muccino either does n't notice when his story ends or just ca n't tear himself away from the characters -- but it 's smooth and professional .
1172,0,1,"This starts off with a 1950 's Doris Day feel and it gets very ugly , very fast ."
1173,1,3,The first five minutes will have you talking 'til the end of the year !
1174,1,3,Discursive but oddly riveting documentary .
1175,1,3,"On its own , Big Trouble could be considered a funny little film ."
1176,1,3,"An undeniably gorgeous , terminally smitten document of a troubadour , his acolytes , and the triumph of his band ."
1177,1,3,"This cinema verite speculation on the assassination of John F. Kennedy may have been inspired by Blair Witch , but it takes its techniques into such fresh territory that the film never feels derivative ."
1178,1,4,A beautifully observed character piece .
1179,1,4,A coming-of-age movie that Hollywood would n't have the guts to make .
1180,1,3,It is quite a vision .
1181,1,3,"There are laughs aplenty , and , as a bonus , viewers do n't have to worry about being subjected to farts , urine , feces , semen , or any of the other foul substances that have overrun modern-day comedies ."
